ACC X;ACC Y
0X87A2743D;0xa79e4c67
0X87287C15;0xa7c39878
0X87765091;0xa40fa874
0X87A6F40B;0xa71a4cb5
0X875620E0;0xa4189cf1
0X876D5499;0xa6e6d40d
0X87D25Ce2;0xa79b501e
0X872Db890;0xa7cc8c2e
0X8780085A;0xa7210046
0X870E4Caa;0xa77bfcbc
0X8745Acd9;0xa7a50428
0X87B3Ac0D;0xa774887f
0X874Ba8C8;0xa78de491
0X8767580A;0xa41d1892
0X87D6D868;0xa738e079
0X87A6F40B;0xa45980c9
0X87C8A08C;0xa77010b0
0X87973Cdf;0xa7a148f0
0X87A3F437;0xa7760861
0X87F1C84D;0xa7f1d4e7
0X87D31851;0xa7ddb0d4
0X87967Cd0;0xa7b6e884
0X87973Cdf;0xa7e4682b
0X87C2A448;0xa7665cb0
0X879Afc63;0xa7e0ac47
0X87914027;0xa7cb0c0c
0X87E98Cb7;0xa7778480
0X877350Ad;0xa7896cf0
0X87C2A448;0xa7c750ff
0X875C2098;0xa76c549f
0X8777109E;0xa7e16cab
0X8774108A;0xa7346476
0X87E21080;0xa7b0f055
0X8797Fcda;0xa6efc824
0X84411C20;0xa40cacdc
0X8780C85F;0xa7ac7894
0X87A2743D;0xa434f429
0X86A408Cb;0xa7b3ec04
0X8409Bca1;0xa4053841
0X8742Ac18;0xa79c1039
0X87C7202B;0xa7ad389b
0X872100A9;0xa7d2804d
0X876818A8;0xa774887f
0X8795Bcc1;0xa7ac7894
0X874A28C2;0xa7d04409
0X8771140A;0xa7a7408f
0X87818850;0xa788ac1c
0X87180416;0xa4017cce
0X874De806;0xa7813881
0X87Adb0C0;0xa77844c1
0X87C8A08C;0xa7695848
0X87878493;0xa7a4007d
0X8783084E;0xa7b56ccf
0X87Bbe8D2;0xa796d813
0X87Ef8823;0xa7bf1c8c
0X87Dd94F4;0xa74ac4b0
0X87C8A08C;0xa7a50428
0X87C66024;0xa7a97c14
0X87D85826;0xa7bb6435
0X879Bb8D0;0xa7ad389b
0X8786C49C;0xa7ad389b
0X87997C94;0xa7b034ec
0X87B0Ac19;0xa7a44427
0X87Cae097;0xa797981c
0X87B0Ac19;0xa7b868ca
0X8797Fcda;
