ACC X;ACC Y
0x8444287d;0xa7cc1088
0x843190d3;0xa7e4400f
0x8417a83b;0xa7c484fc
0x840ce03e;0xa7e7683f
0x8419d0fa;0xa7d69861
0x84455c13;0xa7bc00dd
0x843c0027;0xa7ed1497
0x8405c021;0xa7bc20ae
0x84257cbe;0xa7d31455
0x844998fa;0xa7fabcb4
0x843a207c;0xa7e05c9f
0x842d00eb;0xa7ff38d7
0x8416e4df;0xa7b34828
0x843574cc;0xa407d09d
0x8422e465;0xa4038ceb
0x84152c99;0xa7aac469
0x841c7801;0xa41098c8
0x8406f454;0xa7d04409
0x842b28e7;0xa7f9f411
0x8425f40a;0xa7ef0078
0x840b684b;0xa7cdbc1a
0x841c68af;0xa4133cf0
0x842bb8aa;0xa7e2301c
0x840c7824;0xa7cfb00c
0x87cb5817;0xa7ec24a3
0x84055c87;0xa40fe0c5
0x841fe858;0xa7f61c74
0x841f10d7;0xa7e33c1e
0x87f3ac99;0xa7f9e4bf
0x87f21419;0xa7f92ced
0x84130495;0xa40044ad
0x840e3c83;0xa7e9584f
0x87e7a8d5;0xa7ee8072
0x87f7ccd9;0xa7f04443
0x84121c85;0xa403788f
0x841624da;0xa7f2c0e1
0x8424fcb4;0xa7fe78d8
0x84100cd6;0xa7ecfc5f
0x87fab8e7;0xa7f57849
0x840018e1;0xa7f3a421
0x840edcf5;0xa7e96c2e
0x84108c35;0xa7f64880
0x840244bf;0xa7f23039
0x84074cd4;0xa7f5b4a7
0x842f505e;0xa41a98b0
0x87f43c15;0xa7f03893
0x87fab8e7;0xa4019053
0x8400e4d2;0xa41b18ba
0x87fe6c25;0xa7d75c31
0x842cc007;0xa411c03e
0x84039caa;0xa40e88ee
0x87f1e4d5;0xa7f850d4
0x84002c80;0xa40c08f0
0x84112c4c;0xa7f3000d
0x84173021;0xa7fd34c1
0x84079428;0xa403788f
0x8410e4f7;0xa40f0c58
0x84138c21;0xa40c9456
0x84019c57;0xa7ef04c4
0x87ef34f6;0xa7e7801e
0x8407c460;0xa40da0de
0x84212c23;0xa7f8946d
0x8410c038;0xa7f50872
0x87ebd8be;0xa4010849
0x87f718ce;0xa7fe98ae
0x841e70ab;0xa7f52056
0x840890d0;0xa402282e
0x87e71c57;0xa7f368cf
0x87fed0f0;0xa402f46e
0x8411b456;0xa40494d3
0x8409704f;0xa7f51c60
0x87f3bc37;0xa4057c1b
0x87f9c09f;0xa401f891
0x84133448;0xa4008014
0x840e90f8;0xa7ffe87c
0x87f5b8a3;0xa7fe5440
0x87f9e8bb;0xa4095884
0x840b20fa;0xa40794c7
0x8408f812;0xa4018441
0x87ef3ca1;0xa4047019
0x87f2bcde;0xa4075c95
0x840c10e6;0xa40bd471
0x8409a8b3;0xa4061071
0x87f8ecee;0xa7fdf82f
0x87f51c8f;0xa40b04da
0x840048a9;0xa7f88828
0x8406b00e;0xa7f8946d
0x87f064df;0xa400a067
0x87fec809;0xa7fd78cc
0x87f5cc24;0xa7ea10ea
0x8405ccca;0xa41f4827
0x87ef042b;0xa7e820ca
0x8404c474;0xa406dc9f
0x840ea872;0xa41d38e1
0x87fe7060;0xa7ed6cfb
0x87f4c49a;0xa414a42b
0x87fbe846;0xa7f97ca5
0x8410ccd3;0xa4085486
0x840dbc74;0xa4092c03
0x87f57c1a;0xa7fb6cf6
0x87ebf8cd;0xa40774b1
0x87f6e0a8;0xa41070e9
0x84049c6b;0xa4038000
0x8409503c;0xa41070e9
0x87f774b0;
