ACC X;ACC Y
0x8401f029;0xa7ef04c4
0x84014cfc;0xa7e9901d
0x8400a434;0xa7ee6cef
0x8400a434;0xa7f17477
0x84048879;0xa7e8f4dd
0x840298ff;0xa7eac816
0x87fe10f5;0xa7eb6484
0x84014cfc;0xa7e688a0
0x8401f029;0xa7ee6cef
0x84014cfc;0xa7e5ec9d
0x84052cbc;0xa7f03c2f
0x87ff5c11;0xa7efa0e8
0x8400a434;0xa7f03c2f
0x8400a434;0xa7e688a0
0x87fe10f5;0xa7e7c0f8
0x84000018;0xa7e688a0
0x87f9882e;0xa7ea2cdc
0x87f64cd3;0xa7ef04c4
0x87e57c3f;0xa7f17477
0x87f5a80d;0xa7f17477
0x87fcc41f;0xa7ee6cef
0x8401f029;0xa7f2a823
0x840298ff;0xa7ee6cef
0x8405d433;0xa7ebfc9e
0x8405d433;0xa7dfdc57
0x87fe10f5;0xa7d898cc
0x87fd688d;0xa7f5b01b
0x87fcc41f;0xa7f17477
0x84014cfc;0xa7f3e07b
0x87feb4d9;0xa7ec9876
0x87f8e4b9;0xa7dd70d1
0x87fe10f5;0xa7ef04c4
0x87feb4d9;0xa7ed34e4
0x84000018;0xa7f20c0f
0x8401f029;0xa7ea2cdc
0x87fe10f5;0xa7ef04c4
0x84000018;0xa7e9901d
0x8401f029;0xa7edd02e
0x8401f029;0xa7ee6cef
0x84052cbc;0xa7e7c0f8
0x8401f029;0xa7ebfc9e
0x87fd688d;0xa7efa0e8
0x87fe10f5;0xa7f03c2f
0x8401f029;0xa7e8f4dd
0x8403e07a;0xa7e9901d
0x84014cfc;0xa7e72432
0x87fe10f5;0xa7e9901d
0x87fe10f5;0xa7e9901d
0x84000018;0xa7e85c1a
0x87ff5c11;0xa7ed34e4
0x87fc20d5;0xa7ea2cdc
0x87fe10f5;0xa7e85c1a
0x87fb780b;0xa7e85c1a
0x87fa2c16;0xa7e8f4dd
0x87fc20d5;0xa7e9901d
0x87fd688d;0xa7ebfc9e
0x8400a434;0xa7e688a0
0x87ff5c11;0xa7ea2cdc
0x87ff5c11;0xa7ebfc9e
0x87feb4d9;0xa7ef04c4
0x87feb4d9;0xa7f03c2f
0x84000018;0xa7f17477
0x87feb4d9;0xa7f17477
0x84000018;0xa7f2a823
0x87ff5c11;0xa7f3e07b
0x8401f029;0xa7f20c0f
0x8400a434;0xa7f20c0f
0x8400a434;0xa7f64c3c
0x87fd688d;0xa7f64c3c
0x8400a434;0xa7f5b01b
0x87fcc41f;0xa7f6e810
0x8400a434;0xa7f78487
0x87fcc41f;0xa7f78487
0x87fd688d;0xa7f6e810
0x87fc20d5;0xa7f64c3c
0x87fb780b;0xa7f8b8f5
0x87feb4d9;0xa7fbc08d
0x87feb4d9;0xa7f6e810
0x87f8e4b9;0xa7f9f0ad
0x87ff5c11;0xa7f820ef
0x87fcc41f;0xa7fcf8c6
0x87fcc41f;0xa7fcf8c6
0x87fd688d;0xa7f518dc
0x87fe10f5;0xa7fb28ac
0x87fa2c16;0xa7f78487
0x87fc20d5;0xa7fe3069
0x87fd688d;0xa7f9f0ad
0x8400a434;0xa7fec8e6
0x87fe10f5;0xa7fcf8c6
0x87fcc41f;0xa7fc5cea
0x87feb4d9;0xa4026c74
0x87fe10f5;0xa7fec8e6
0x87fe10f5;0xa7fd9451
0x8400a434;0xa7fec8e6
0x87fd688d;0xa7fd9451
0x84000018;0xa7fe3069
0x87ff5c11;0xa40000f7
0x87ff5c11;0xa7ff6474
0x87fc20d5;0xa4009c51
0x87feb4d9;0xa40000f7
0x87ff5c11;0xa40308b4
0x87ff5c11;0xa4013894
0x84000018;0xa7ff6474
0x8401f029;0xa4009c51
0x84000018;0xa401d0b5
0x84000018;0xa401d0b5
0x84014cfc;0xa40440c4
0x84000018;0xa401d0b5
0x8400a434;0xa4026c74
0x84000018;0xa405744c
0x87feb4d9;0xa404d8de
0x87ff5c11;0xa405744c
0x8400a434;0xa404d8de
0x8400a434;0xa40440c4
0x84014cfc;0xa404d8de
0x8400a434;0xa4026c74
0x8401f029;0xa404d8de
0x84014cfc;0xa7fec8e6
0x8400a434;0xa40a50c7
0x84048879;0xa40440c4
0x84000018;0xa4087ca2
0x87fe10f5;0xa406aca4
0x8400a434;0xa4091862
0x84014cfc;0xa40ae8ae
0x87fcc41f;0xa403a4cf
0x840298ff;0xa4074887
0x87ff5c11;0xa405744c
0x8400a434;0xa407e040
0x87feb4d9;0xa4061071
0x84014cfc;0xa407e040
0x87fe10f5;0xa406aca4
0x87ff5c11;0xa40440c4
0x87ff5c11;0xa404d8de
0x84014cfc;0xa404d8de
0x8401f029;0xa401d0b5
0x87ff5c11;0xa40440c4
0x87feb4d9;0xa404d8de
0x87feb4d9;0xa405744c
0x87ff5c11;0xa403a4cf
0x87ff5c11;0xa40440c4
0x84000018;0xa406aca4
0x84000018;0xa4061071
0x8400a434;0xa407e040
0x87fd688d;
