ACC X;ACC Y
0x84000cf3;0xa4004011
0x87ff6870;0xa7ffecc0
0x87ffbc67;0xa4004011
0x8400206b;0xa7ffecc0
0x87ff5446;0xa4004011
0x87ffd019;0xa7ffecc0
0x87ffe478;0xa7ffecc0
0x87ffd019;0xa400180e
0x87ffd019;0xa400180e
0x87ff9443;0xa4006835
0x87ffa875;0xa7ffc4e4
0x8400206b;0xa4004011
0x84000cf3;0xa4004011
0x87ffe478;0xa7ff9cfb
0x84000cf3;0xa4006835
0x87ffd019;0xa7ffecc0
0x84000cf3;0xa7ffecc0
0x87fff83d;0xa7ffecc0
0x87fff83d;0xa7ff48ec
0x84000cf3;0xa400180e
0x84000cf3;0xa7ffc4e4
0x87fff83d;0xa7ffecc0
0x84000cf3;0xa400180e
0x84003479;0xa7ff7066
0x87ffbc67;0xa7ffecc0
0x84009cbe;0xa400180e
0x84003479;0xa4004011
0x84000cf3;0xa7ffecc0
0x840048a9;0xa7ffc4e4
0x84000cf3;0xa400180e
0x84003479;0xa7ffc4e4
0x8400206b;0xa4004011
0x84000cf3;0xa7ffecc0
0x87ffd019;0xa400180e
0x840048a9;0xa7ffecc0
0x8400206b;0xa400180e
0x84003479;0xa400180e
0x87fff83d;0xa7ffecc0
0x8400206b;0xa400180e
0x87fff83d;0xa4004011
0x87fff83d;0xa4004011
0x8400749f;0xa400180e
0x8400206b;0xa400180e
0x87fff83d;0xa7ff7066
0x8400206b;0xa4006835
0x84003479;0xa400180e
0x87ffa875;0xa7ffc4e4
0x87fff83d;0xa7ffecc0
0x8400206b;0xa400180e
0x87ffbc67;0xa7ffc4e4
0x84000cf3;0xa7ffecc0
0x87ffd019;0xa4004011
0x87ffbc67;0xa400180e
0x8400206b;0xa4004011
0x87ffd019;0xa4006835
0x87fff83d;0xa4004011
0x87fff83d;0xa4006835
0x84003479;0xa400bc22
0x840310a2;0xa40424ed
0x84067ce0;0xa4078882
0x84071c9c;0xa40a483e
0x8416d402;0xa42210ee
0x841318d0;0xa417e065
0x8405ecb9;0xa411b852
0x841dd02f;0xa424549c
0x87fa2c16;0xa7f758c7
0x840878f1;0xa40db070
0x87feb4d9;0xa7e08888
0x87fb0c8c;0xa40c1009
0x841054c9;0xa7e8c8eb
0x87f6b0e0;0xa42fa83e
0x84247c57;0xa40e54ae
0x87f52c52;0xa41f0096
0x841988e5;0xa42b4c21
0x840ad89c;0xa7f25410
0x8410003d;0xa4235c0a
0x84216492;0xa7e0dc7c
0x87d928f4;0xa409f4ff
0x84203433;0xa415485f
0x8412c892;0xa43d18d8
0x841eec0d;0xa416bc2f
0x843bac9d;0xa451f820
0x841d44de;0xa43a045c
0x8430781b;0xa42f58e6
0x8420840d;0xa43b7865
0x84038c04;0xa7ee4c9c
0x84257055;0xa40d0819
0x84279462;0xa41900be
0x842150f3;0xa4581c86
0x840a88d4;0xa43ba425
0x840b547d;0xa4615434
0x840cc04d;0xa43e38bf
0x8407088e;0xa442ec03
0x841cc83f;0xa43d68e3
0x84092cec;0xa43f3001
0x8405c49d;0xa41fa4ba
0x841170ef;0xa42d9049
0x8458a400;0xa4a9a811
0x87c70cb3;0xa414786b
0x876f7c40;0xa7b4b066
0x84451cf5;0xa45150e7
0x87fae444;0xa7de98e4
0x87c5382f;0xa77ef83c
0x843f2817;0xa7c1a00f
0x87bffc15;0xa7f35045
0x87eec07b;0xa430a008
0x87da8027;0xa45ab4bc
0x87cfc88f;0xa4329494
0x84078486;0xa4073457
0x842a0cc1;0xa43c20bb
0x844fe8e9;0xa406681d
0x84608025;0xa45f8c0a
0x843680bc;0xa4c86823
0x8438bc27;0xa49a9c0b
0x842ee435;0xa48b3c57
0x845d54e4;0xa498ac2b
0x842918c7;0xa46510bb
0x846d200c;0xa4b718a7
0x8496b87b;0xa45d484e
0x8424cc69;0xa48978f0
0x842f5cb5;0xa43a2c78
0x8426b4f8;0xa4ca04a0
0x8416ac6e;0xa43f8483
0x841f04c5;0xa448bc33
0x87b9000e;0xa40ff4d7
0x840c8417;0xa417e065
0x846b10f9;0xa45d208c
0x84143862;0xa795c8a9
0x8407088e;0xa45f8c0a
0x87fad025;0xa4599067
0x87fabc5b;0xa44ca0a3
0x8431807d;0xa45e941a
0x87e378ab;0xa4448802
0x87f8ac08;0xa456808d
0x87f57c1a;0xa44e3cf8
0x8429d095;0xa47abca1
0x8402e8c4;0xa46e9c22
0x87f48897;0xa456006e
0x845180a3;0xa464bc29
0x844a08a3;0xa4477099
0x845b6c46;0xa42194a5
0x842a8475;0xa4af7c2e
0x8422e88e;0xa46d245f
0x8435a467;0xa49f245e
0x8431807d;0xa466ac7a
0x8418f837;0xa4c4d84d
0x845b6c46;0xa49ac8ff
0x843d943f;0xa42e5cb3
0x840b28ad;0xa4496426
0x847dccb4;0xa4b550eb
0x84405893;0xa4870866
0x842ba053;0xa4ad3889
0x8436ac24;0xa485402a
0x87f0180f;0xa477802e
0x846160ba;0xa462241b
0x844704f1;0xa445d448
0x8438044e;0xa467a4c4
0x84340c49;0xa40928bf
0x84234c4b;0xa457c8d5
0x843c60b2;0xa45004fa
0x840ee47f;0xa45d208c
0x8434b09c;0xa4433c41
0x8426007a;0xa44ee404
0x8426a0ea;0xa4393495
0x84315881;0xa4486c98
0x87ef1039;0xa437c05c
0x842d1045;0xa42db86d
0x87fb0c8c;0xa41710bd
0x8404e407;0xa42bc87e
0x87f4c871;0xa438b874
0x84096c0a;0xa41c4064
0x84054895;0xa4101c97
0x8413a8ee;0xa7fcdc09
0x8408a00d;0xa40ce0d1
0x842208f8;0xa417e065
0x84058890;0xa4166c84
0x87ffd019;0xa40be847
0x841a2cdd;0xa41c4064
0x840e9444;0xa4400063
0x842f0cfd;0xa7fa987b
0x840298ff;0xa41098c8
0x84287450;0xa40d8411
0x87fb5cc4;0xa429300c
0x841cf0b5;0xa42b205f
0x84216492;0xa416bc2f
0x8403f0d4;0xa429300c
0x84376023;0xa7e5e076
0x8444287d;0xa41e8420
0x8443600d;0xa4051c8e
0x842f0cfd;0xa4078882
0x842e540b;0xa412889b
0x845970fe;0xa41260ba
0x845760fd;0xa43c9c6e
0x8420d445;0xa7e46c97
0x843ae079;0xa7f10c1b
0x843d2c56;0xa4333806
0x843d4028;0xa41ac8f8
0x84163474;0xa418d8ab
0x8442e4bb;0xa7f498d6
0x842a2059;0xa416e8db
0x842c0855;0xa7fb3cbe
0x8434ec3f;0xa7fc3428
0x844ba08d;0xa7f8f813
0x8439b025;0xa40424ed
0x8415e077;0xa4113c0d
0x8422d004;0xa7e91c15
0x844deca8;0xa7fea024
0x8441644c;0xa406e415
0x841040db;0xa4044c2f
0x8418f837;0xa7e3c491
0x84353c7d;0xa7fc0ca2
0x844a3029;0xa41260ba
0x8425340f;0xa4111429
0x8410f459;0xa7eda4a9
0x840c5ceb;0xa7f1b0ce
0x8423f09e;0xa415c457
0x84150001;0xa42b205f
0x87fc3c90;0xa7e63475
0x840b7c59;0xa7dab842
0x841938db;0xa7ef9489
0x84152c99;0xa4178c1b
0x87e6cc15;0xa41a78c6
0x8417b47e;0xa7e1acae
0x840dc8f3;0xa4226469
0x84246845;0xa7e3c491
0x8415904c;0xa408d465
0x840298ff;0xa4016437
0x87f05402;0xa7f4ec51
0x87e5607a;0xa43de800
0x87e8783a;0xa40e54ae
0x8409586b;0xa7fa987b
0x8412dc80;0xa413acbd
0x87f6c467;0xa7fda867
0x8404802e;0xa40b6c18
0x87fb9cc1;0xa7f758c7
0x840164d8;0xa7d50c84
0x840b90c4;0xa43148c0
0x87f21419;0xa404a0b2
0x840b3cbf;0xa7f15c53
0x87f474a4;0xa40b6c18
0x87fb0c8c;0xa7ed50cd
0x87fdc04a;0xa40c648e
0x840bf4ed;0xa4035417
0x84140c03;0xa7e6d8e8
0x84096c0a;0xa403d048
0x87ff5446;0xa7f324c2
0x840cfc7b;0xa406b8b6
0x8410142f;0xa7fa443b
0x840ee47f;0xa7f4487d
0x840c1c0d;0xa4056cb5
0x840a60f5;0xa7f15c53
0x840ce869;0xa7ec083b
0x840b547d;0xa7fae840
