ACC X;ACC Y
0x87fb8438;0xa7fe8057
0x87fb8438;0xa400c0f2
0x87fb8438;0xa7fe8057
0x87fc44fc;0xa7fe8057
0x87fdc04a;0xa7fe8057
0x87fc44fc;0xa7fe8057
0x87fc44fc;0xa7ff40bb
0x87fc44fc;0xa40000f7
0x87fac437;0xa7fe8057
0x87fc44fc;0xa40000f7
0x87fc44fc;0xa7ff40bb
0x87fc44fc;0xa7fe8057
0x87fac437;0xa4017cce
0x87fac437;0xa7ff40bb
0x87fac437;0xa7fe8057
0x87fa0432;0xa400c0f2
0x87fac437;0xa7fdc419
0x87fb8438;0xa40000f7
0x87fac437;0xa40000f7
0x87fb8438;0xa40000f7
0x87f944c0;0xa7fe8057
0x87fc44fc;0xa4017cce
0x87fb8438;0xa7ff40bb
0x87f944c0;0xa7ff40bb
0x87fac437;0xa4017cce
0x87fa0432;0xa7ff40bb
0x87fac437;0xa400c0f2
0x87fd004f;0xa7ff40bb
0x87fac437;0xa40000f7
0x87fa0432;0xa7ff40bb
0x87fac437;0xa4017cce
0x87fac437;0xa7fdc419
0x87fb8438;0xa400c0f2
0x87fb8438;0xa7fdc419
0x87fa0432;0xa40000f7
0x87fb8438;0xa40000f7
0x87fb8438;0xa7fe8057
0x87fac437;0xa7fe8057
0x87fc44fc;0xa7fe8057
0x87fb8438;0xa7fe8057
0x87fa0432;0xa7fe8057
0x87fa0432;0xa40000f7
0x87f7c48e;0xa7f114e2
0x87ef8823;0xa7f05806
0x87ec8c8b;0xa7ec9cca
0x87f944c0;0xa7ee1868
0x87ef8823;0xa7fb883c
0x87ec8c8b;0xa7fd041c
0x87f64484;0xa7f354f9
0x87f5887e;0xa7e5e4ca
0x87e7505a;0xa7f88c94
0x87f4c871;0xa7c45457
0x87e09422;0xa7d2804d
0x87d25ce2;0xa400c0f2
0x84000018;0xa404784e
0x8400c01d;0xa7e4682b
0x87dd94f4;0xa7d10406
0x87ef8823;0xa7e52824
0x87f7c48e;0xa7fc4413
0x87bb28d7;0xa774887f
0x87b5ecc3;0xa7dcf467
0x84256c10;0xa7abb850
0x87f7c48e;0xa411281f
0x87fc44fc;0xa7bb6435
0x87f4c871;0xa45744dd
0x87ec8c8b;0xa78ba8b4
0x87d85826;0xa7e9a0c0
0x84376023;0xa42cc0e8
0x84376023;0xa7e5e4ca
0x842aa8ed;0xa7fdc419
0x840e383f;0xa44d9097
0x840fb835;0xa7d4c083
0x87bd6819;0xa78ba8b4
0x87705405;0xa788ac1c
0x879afc63;0xa738e079
0x8777d09b;0xa74290c1
0x8752646f;0xa7d6fc48
0x8403000c;0xa7a148f0
0x87f1c84d;0xa402fc39
0x87ea4ca6;0xa7cec889
0x8424acfc;0xa7c750ff
0x87acf0cf;0xa7c99057
0x842da4c7;0xa7f7cc36
0x8414f48c;0xa799d4bc
0x879c7814;0xa44cd098
0x87ba68d8;0xa7f88c94
0x879bbc6c;0xa7ee1868
0x87e810f8;0xa44024ac
0x8419706a;0xa7f114e2
0x87ff4054;0xa41364ef
0x87f7c48e;0xa7aafce3
0x8419706a;0xa7fdc419
0x87bb28d7;0xa77cbc9b
0x8795bcc1;0xa7fdc419
0x84346037;0xa78de491
0x87c7202b;0xa7c99057
0x87e4504e;0xa41b9859
0x87e8ccb8;0xa6f67cef
0x87e690b6;0xa438b023
0x8417349d;0xa7dab4a9
0x87cddc60;0xa41f5462
0x876c9475;0xa7f59068
0x8409bca1;0xa7c2d877
0x84077c09;0xa7be60b5
0x87a6f40b;0xa7c694af
0x87e4504e;0xa7d4c083
0x87d19cf3;0xa7adf475
0x87aff0db;0xa40b30bb
0x87950014;0xa416606f
0x8780c85f;0xa79c1039
0x87f10848;0xa7e22c59
0x87cba098;0xa7a68063
0x87b5ecc3;0xa7ed5c26
0x8405fc17;0xa7f948c4
0x84584c21;0xa7cb0c0c
0x84202cca;0xa420d016
0x87c124bf;0xa7c2d877
0x8408fcae;0xa78d2494
0x841374ae;0xa7c8105d
0x87cd1c65;0xa7ea60d1
0x87ba68d8;0xa7a384e3
0x87bca8f5;0xa7ca4c03
0x8424acfc;0xa7dfec8a
0x8403c009;0xa41dd47c
0x877d0ca3;0xa4248c60
0x87c42483;0xa79d8c76
0x87e4504e;0xa41e948e
0x87d31ced;0xa79f0c68
0x87b52cc6;0xa7d938b5
0x87da9435;0xa7837471
0x87d5589f;0xa7ef9862
0x87fac437;0xa77b4069
0x87d31ced;0xa4106810
0x84053c12;0xa76c549f
0x87b22c07;0xa7e4682b
0x87e3908a;0xa7f41062
0x840fb835;0xa7b2704b
0x8783c84b;0xa7eb1ce8
0x87ebccac;0xa78ae8bb
0x87dc14fe;0xa7b62c3d
0x87b0b05c;0xa7e3a8ef
0x84000018;0xa7eed86d
0x87c4e486;0xa79f0c68
0x87c7e02e;0xa7baa4d9
0x87f288bf;0xa7e9a0c0
0x879a3c66;0xa7bda0a4
0x87b2ec02;0xa796d813
0x87f7048b;0xa40b30bb
0x878d84eb;0xa7b2704b
0x87765091;0xa78430ea
0x87b6ac31;0xa7d1c403
0x87e15072;0xa77844c1
0x8780c85f;0xa78ea463
0x87db54d9;0xa7c8105d
0x87e8ccb8;0xa7b4ac23
0x87a6340e;0xa7c8d058
0x87da9435;0xa78de491
0x87e690b6;0xa7c45457
0x87b2ec02;0xa7760861
0x8414f48c;0xa7e8e0cf
0x87ebccac;0xa7c8d058
0x87a278d6;0xa77b4069
0x87e8ccb8;0xa7a5c091
0x87dc14fe;0xa7a7408f
0x87eecc90;0xa7b9242e
0x87adb0c0;0xa7931c96
0x87dc14fe;0xa7b6e884
0x87bca8f5;0xa79e4c67
0x878a842a;0xa7b868ca
0x879df81e;0xa7cc8892
0x87e5d044;0xa78ba8b4
0x87a6f40b;0xa7bf1c8c
0x879200d5;0xa4083413
0x87ce9c92;0xa791a0be
0x8750e471;0xa776c48f
0x87c064b0;0xa7e82476
0x87f34853;0xa7b2704b
0x877d0ca3;0xa7adf475
0x8789c4d8;0xa7dab4a9
0x87c7e02e;0xa780788e
0x879f7800;0xa4172060
0x87a574fc;0xa784f0ef
0x87acf0cf;0xa7d04409
0x878904dd;0xa7a97c14
0x87b6ac31;0xa7df30ca
0x87a9344a;0xa75fa8d7
0x877a0c62;0xa7f41062
0x87b3ac0d;0xa770ccf0
0x87a9344a;0xa7d10406
0x879a3c66;0xa7a68063
0x87dcd4fb;0xa78c6870
0x876c9475;0xa7e6a438
0x87b52cc6;0xa773c858
0x87b5ecc3;0xa7dab4a9
0x87914027;0xa780788e
0x87d01cf9;0xa7c09cd0
0x8798bc78;0xa7d04409
0x87973cdf;0xa7c21872
0x87d01cf9;0xa7d63c4d
0x878a842a;0xa7837471
0x879a3c66;0xa7b33044
0x87c7202b;0xa7cd487e
0x8797fcda;0xa7b62c3d
0x87914027;0xa7c99057
0x878b44c6;0xa79854b6
0x87b46cc9;0xa7bc20ae
0x87b0b05c;0xa7b62c3d
0x87a9f0f3;0xa7af746b
0x87b5ecc3;0xa7b56ccf
0x87bfa40a;0xa79020b4
0x87cc605c;0xa7c45457
0x87b52cc6;0xa7b56ccf
0x87ae70d1;0xa7c21872
0x87b3ac0d;0xa7cec889
0x87b8e8c6;0xa7a148f0
0x87b0b05c;0xa7c39878
0x87a278d6;0xa79558e4
0x879080cb;0xa7aeb487
0x87acf0cf;0xa7a384e3
0x877dcca6;0xa7b2704b
0x877e8c54;0xa7a384e3
0x87bbe8d2;0xa7ef9862
0x87973cdf;0xa7730ce1
0x87e7505a;0xa7aafce3
0x87c42483;0xa7257c43
0x87b828c3;0xa76ad8bf
0x87d91829;0xa7adf475
0x87c1e4ba;0xa7b2704b
0x87b828c3;0xa7bb6435
0x87c8a08c;0xa774887f
0x87a038cd;0xa7d938b5
0x87bfa40a;0xa7d4c083
0x87adb0c0;0xa7e0ac47
0x87c66024;0xa7e764d4
0x87d91829;0xa79fcc6d
0x87cae097;0xa7e6a438
0x87bbe8d2;0xa7e9a0c0
0x87a7b404;
