ACC X;ACC Y
84083cab;a40774b1
87f7c48e;a7ff40bb
87e21080;a404784e
84053c12;a7ddb0d4
87e98cb7;a40000f7
87e98cb7;a4083413
87e3908a;a7f7cc36
87b22c07;a4106810
87f4c871;a7fac833
87fe80b8;a7eb20de
87d6d868;a408f416
84053c12;a7f70c33
841134b5;a7fc4413
87d79867;a7fa0836
8409bca1;a4023c3c
87df14ea;a7fb883c
87f34853;a41364ef
84024003;a7f41062
87eb0ca9;a40cacdc
87ea4ca6;a7f41062
87f7048b;a7f114e2
87f34853;a411281f
840fb835;a7f29415
87f944c0;a403bc36
87f8842c;a40cacdc
87f7048b;a4053841
87eec82c;a7f70c33
84053c12;a415a07e
87fa0432;a7f7cc36
87e690b6;a406b8b6
87fac437;a4230c42
8405fc17;a400c0f2
8406bce5;a420d016
87fe80b8;a7fe84eb
840a780c;
